release_date,movie,production_budget,domestic_gross,worldwide_gross
11/21/2007,This Christmas,"$13,000,000","$49,121,934","$49,733,545"
11/21/2007,Iâm Not There,"$20,000,000","$4,017,609","$12,397,613"
11/21/2006,The History Boys,"$3,700,000","$2,730,296","$13,447,998"
11/21/2003,The Cat in the Hat,"$109,000,000","$101,018,283","$133,818,283"
11/21/2003,Gothika,"$40,000,000","$59,588,068","$141,484,812"
11/21/2003,21 Grams,"$20,000,000","$16,248,701","$59,667,625"
11/21/2001,Sidewalks of New York,"$1,000,000","$2,402,459","$3,575,308"
11/21/2001,Out Cold,"$11,000,000","$13,906,394","$14,786,394"
11/21/2001,Spy Game,"$90,000,000","$62,362,560","$143,049,560"
11/21/2001,Black Knight,"$35,000,000","$33,422,806","$33,422,806"
11/21/1997,The Rainmaker,"$40,000,000","$45,916,769","$45,916,769"
11/21/1997,Mortal Kombat: Annihilation,"$30,000,000","$35,927,406","$51,327,406"
11/21/1997,Midnight in the Garden of Good and Evil,"$35,000,000","$25,078,937","$25,078,937"
11/21/1990,Predator 2,"$35,000,000","$28,317,513","$54,768,418"
11/21/1976,Rocky,"$1,000,000","$117,235,147","$225,000,000"
11/21/1946,The Best Years of Our Lives,"$2,100,000","$23,600,000","$23,600,000"
11/20/2015,Criminal Activities,"$7,000,000",$0,"$386,744"
11/20/2015,Mustang,"$1,400,000","$845,464","$5,552,584"
11/20/2015,Legend,"$25,000,000","$1,872,994","$42,425,450"
11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,"$450,000","$41,260","$42,503"
11/20/2015,Secret in Their Eyes,"$20,000,000","$20,180,155","$32,608,019"
11/20/2015,Carol,"$11,800,000","$12,711,491","$42,843,521"
11/20/2015,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$648,986,787"
11/20/2015,The Night Before,"$25,000,000","$43,035,725","$52,427,346"
11/20/2015,#Horror,"$1,500,000",$0,$0
11/20/2009,The Twilight Saga: New Moon,"$50,000,000","$296,623,634","$687,557,727"
11/20/2009,Red Cliff,"$40,000,000","$627,047","$119,627,047"
11/20/2009,Bad Lieutenant: Port of Call New Orleans,"$25,000,000","$1,702,112","$12,413,949"
11/20/2009,The Missing Person,"$2,000,000","$17,896","$17,896"
11/20/2009,Planet 51,"$60,000,000","$42,194,060","$108,996,113"
11/20/2009,The Blind Side,"$35,000,000","$255,959,475","$305,705,794"
11/20/1998,Central do Brasil,"$2,900,000","$5,969,553","$17,006,158"
11/20/1998,Waking Ned Devine,"$3,000,000","$24,793,251","$55,193,251"
11/20/1998,Enemy of the State,"$85,000,000","$111,549,836","$250,649,836"
11/20/1998,Celebrity,"$12,000,000","$5,078,660","$6,200,000"
11/20/1998,A Bug's Life,"$45,000,000","$162,798,565","$363,095,319"
11/20/1998,The Rugrats Movie,"$28,000,000","$100,494,685","$140,894,685"
11/20/1996,Sling Blade,"$4,833,610","$24,475,416","$34,175,000"
11/20/1992,Home Alone 2: Lost in New York,"$20,000,000","$173,585,516","$358,994,850"
11/20/1987,The Last Emperor,"$25,000,000","$43,984,987","$44,005,073"
11/20/1987,Teen Wolf Too,"$3,000,000","$7,888,000","$7,888,000"
11/19/2010,Made in Dagenham,"$8,000,000","$1,095,369","$15,644,196"
11/19/2010,The Next Three Days,"$30,000,000","$21,148,651","$67,255,916"
11/19/2010,Harry Potter and the Deathly Hallows: Part I,"$125,000,000","$296,131,568","$960,431,568"
11/19/2004,SpongeBob SquarePants: The Movie,"$30,000,000","$85,416,609","$142,051,255"
11/19/2004,National Treasure,"$100,000,000","$173,005,002","$331,323,410"
11/19/2004,La mala educaciÃ³n,"$5,000,000","$5,211,842","$40,311,842"
11/19/1999,Sleepy Hollow,"$70,000,000","$101,068,340","$207,068,340"
11/19/1999,Toy Story 2,"$90,000,000","$245,852,179","$511,358,276"
11/19/1999,The World is Not Enough,"$135,000,000","$126,930,660","$361,730,660"
11/19/1982,Q,"$1,200,000","$255,000","$255,000"
11/19/1980,Heaven's Gate,"$44,000,000","$3,484,331","$3,484,523"
11/19/1975,One Flew Over the Cuckoo's Nest,"$4,400,000","$108,981,275","$108,997,629"
11/19/1956,Shichinin no samurai,"$500,000","$271,736","$271,736"
11/19/1925,The Big Parade,"$245,000","$11,000,000","$22,000,000"
11/18/2016,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681"
11/18/2016,A Street Cat Named Bob,"$8,000,000","$82,703","$17,382,693"
11/18/2016,The History of Love,"$20,000,000",$0,"$476,624"
11/18/2016,Bleed for This,"$16,000,000","$5,083,906","$6,603,926"
11/18/2016,Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867"
11/18/2016,Fantastic Beasts and Where to Find Them,"$180,000,000","$234,037,575","$802,402,853"
11/18/2016,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003"
11/18/2011,Another Happy Day,"$4,000,000","$9,120","$978,527"
11/18/2011,Happy Feet Two,"$135,000,000","$64,006,466","$157,956,466"
11/18/2011,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000","$281,287,133","$689,420,051"
11/18/2005,Walk the Line,"$29,000,000","$119,519,402","$187,707,495"
11/18/2005,Harry Potter and the Goblet of Fire,"$150,000,000","$290,201,752","$897,099,794"
11/18/1994,Star Trek: Generations,"$38,000,000","$75,671,262","$120,000,000"
11/18/1994,LÃ©on,"$16,000,000","$19,284,974","$45,284,974"
11/18/1992,Malcolm X,"$35,000,000","$48,169,910","$48,169,910"
11/18/1988,The Land Before Time,"$12,300,000","$48,092,846","$81,972,846"
11/18/1983,Yentl,"$12,000,000","$39,012,241","$39,012,241"
11/18/1983,A Christmas Story,"$3,250,000","$20,605,209","$20,605,209"
11/18/1959,Ben-Hur,"$15,000,000","$73,000,000","$73,259,017"
11/17/2017,The Star,"$20,000,000","$40,847,995","$62,758,010"
11/17/2017,Justice League,"$300,000,000","$229,024,295","$655,945,209"
11/17/2017,Wonder,"$20,000,000","$132,422,809","$304,604,712"
11/17/2017,"Roman J. Israel, Esq.","$22,000,000","$11,962,712","$12,967,012"
11/17/2006,Happy Feet,"$85,000,000","$198,000,317","$385,000,317"
11/17/2006,Let's Go to Prison,"$4,000,000","$4,630,045","$4,630,045"
11/17/2006,Bobby,"$14,000,000","$11,242,801","$20,597,806"
11/17/2006,For Your Consideration,"$12,000,000","$5,549,923","$5,549,923"
11/17/2006,Casino Royale,"$102,000,000","$167,365,000","$594,420,283"
11/17/2000,How the Grinch Stole Christmas,"$123,000,000","$260,044,825","$345,141,403"
11/17/2000,The 6th Day,"$82,000,000","$34,543,701","$96,024,898"
11/17/2000,Rugrats in Paris,"$30,000,000","$76,501,438","$103,284,813"
11/17/2000,Bounce,"$35,000,000","$36,805,288","$53,425,292"
11/17/1995,Goldeneye,"$60,000,000","$106,429,941","$356,429,941"
11/17/1995,The American President,"$62,000,000","$60,022,813","$107,822,813"
11/17/1989,Harlem Nights,"$30,000,000","$60,857,262","$95,857,262"
11/16/2018,Instant Family,"$48,000,000","$67,363,237","$119,736,188"
11/16/2018,Green Book,"$23,000,000","$85,080,171","$322,034,439"
11/16/2018,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000","$159,555,901","$652,220,086"
11/16/2018,Widows,"$40,000,000","$42,402,632","$73,866,088"
11/16/2012,Silver Linings Playbook,"$21,000,000","$132,092,958","$236,412,453"
11/16/2012,Anna Karenina,"$49,000,000","$12,816,367","$71,004,627"
11/16/2012,Le prÃ©nom,"$11,000,000","$61,611","$25,307,405"
11/16/2012,"The Twilight Saga: Breaking Dawn, Part 2","$136,200,000","$292,324,737","$829,724,737"
11/16/2011,The Descendants,"$20,000,000","$82,624,961","$175,507,800"
11/16/2007,Beowulf,"$150,000,000","$82,280,579","$195,080,579"
11/16/2007,Love in the Time of Cholera,"$45,000,000","$4,617,608","$31,077,418"
11/16/2007,Redacted,"$5,000,000","$65,388","$861,325"
11/16/2001,Harry Potter and the Sorcererâs Stone,"$125,000,000","$317,871,467","$975,047,606"
11/16/2001,Novocaine,"$6,000,000","$2,025,238","$2,522,928"
11/16/1994,Heavenly Creatures,"$5,000,000","$3,046,086","$5,438,120"
11/16/1990,Home Alone,"$15,000,000","$285,761,243","$476,684,675"
11/16/1977,Close Encounters of the Third Kind,"$20,000,000","$169,100,479","$340,800,479"
11/16/1976,Carrie,"$1,800,000","$25,878,153","$25,878,153"
11/16/1942,Cat People,"$134,000","$4,000,000","$8,000,000"
11/15/2013,Nebraska,"$12,000,000","$17,654,912","$24,761,360"
11/15/2013,The Best Man Holiday,"$17,000,000","$70,525,195","$72,835,710"
11/15/2013,The Christmas Candle,"$7,000,000","$1,632,000","$1,933,829"
11/15/2013,La grande bellezza,"$12,000,000","$2,883,879","$29,549,145"
11/15/2002,Revolution#9,"$350,000","$9,118","$9,118"
11/15/2002,Harry Potter and the Chamber of Secrets,"$100,000,000","$262,233,381","$879,225,135"
11/15/2002,Ararat,"$15,500,000","$1,693,000","$1,693,000"
11/15/2002,Half Past Dead,"$25,000,000","$15,567,860","$19,233,280"
11/15/2002,El crimen de padre Amaro,"$1,800,000","$5,719,000","$5,719,000"
11/15/2002,Interview with the Assassin,"$750,000","$47,329","$47,329"
11/15/1996,Space Jam,"$80,000,000","$90,463,534","$250,200,000"
11/15/1996,The Mirror Has Two Faces,"$42,000,000","$41,267,469","$41,267,469"
11/15/1996,The English Patient,"$35,000,000","$78,716,374","$231,710,008"
11/15/1991,Cape Fear,"$35,000,000","$79,091,969","$182,291,969"
11/15/1974,Benji,"$500,000","$31,559,560","$31,559,560"
11/15/1956,Love Me Tender,"$1,000,000","$9,000,000","$9,000,000"
11/15/1930,Hell's Angels,"$4,000,000",$0,$0
11/14/2014,Beyond the Lights,"$7,000,000","$14,618,727","$14,618,727"
11/14/2014,The Homesman,"$16,000,000","$2,429,989","$8,217,571"
11/14/2014,Rosewater,"$10,000,000","$3,128,941","$3,185,717"
11/14/2014,Wolves,"$18,000,000",$0,"$94,953"
11/14/2014,Dumb and Dumber To,"$40,000,000","$86,208,010","$156,553,592"
11/14/2014,Always Woodstock,"$2,400,000",$0,$0
11/14/2008,Fuel,"$2,500,000","$174,255","$174,255"
11/14/2008,Quantum of Solace,"$230,000,000","$169,368,427","$591,692,078"
11/14/2007,Southland Tales,"$17,000,000","$275,380","$364,607"
11/14/2003,Master and Commander: The Far Side of the World,"$135,000,000","$93,926,386","$212,912,137"
11/14/2003,Looney Tunes: Back in Action,"$80,000,000","$20,950,820","$54,540,662"
11/14/2003,Tupac Resurrection,"$300,000","$7,718,961","$7,808,524"
11/14/2001,The Wash,"$4,000,000","$10,097,096","$10,097,096"
11/14/1997,The Jackal,"$60,000,000","$54,956,941","$159,356,941"
11/14/1997,The Man Who Knew Too Little,"$20,000,000","$13,801,755","$13,801,755"
11/14/1997,Anastasia,"$53,000,000","$58,403,409","$139,801,096"
11/14/1980,Raging Bull,"$18,000,000","$23,380,203","$23,380,203"
11/13/2015,Heist,"$8,900,000","$50,136","$3,324,131"
11/13/2015,The 33,"$25,000,000","$12,227,722","$28,400,715"
11/13/2015,Love the Coopers,"$18,000,000","$26,302,731","$42,227,490"
11/13/2015,My All-American,"$20,000,000","$2,246,000","$2,246,000"
11/13/2015,By the Sea,"$20,000,000","$538,460","$3,727,746"
11/13/2012,Jab Tak Hai Jaan,"$9,200,000","$3,047,539","$5,806,666"
11/13/2009,The Boat That Rocked,"$50,000,000","$8,017,467","$37,472,651"
11/13/2009,2012,"$200,000,000","$166,112,167","$757,677,748"
11/13/2009,The Messenger,"$6,500,000","$1,109,660","$1,744,952"
11/13/2009,Fantastic Mr. Fox,"$40,000,000","$21,002,919","$47,083,412"
11/13/1998,Meet Joe Black,"$85,000,000","$44,650,003","$44,650,003"
11/13/1998,I Still Know What You Did Last Summer,"$24,000,000","$40,020,622","$40,020,622"
11/13/1992,Bram Stoker's Dracula,"$40,000,000","$82,522,790","$215,862,692"
11/13/1991,Beauty and the Beast,"$20,000,000","$376,057,266","$608,431,132"
11/13/1987,The Running Man,"$30,000,000","$38,122,000","$38,122,000"
11/13/1981,The Pursuit of D.B. Cooper,"$12,000,000","$2,104,164","$2,104,164"
11/13/1940,Fantasia,"$2,280,000","$83,320,000","$83,320,000"
11/12/2010,Tiny Furniture,"$50,000","$391,674","$424,149"
11/12/2010,Unstoppable,"$95,000,000","$81,562,942","$165,720,921"
11/12/2010,Skyline,"$10,000,000","$21,416,355","$68,264,973"
11/12/2008,Slumdog Millionaire,"$14,000,000","$141,330,703","$384,530,440"
11/12/2004,Seed of Chucky,"$29,000,000","$17,016,190","$24,716,190"
11/12/2004,Kinsey,"$11,000,000","$10,214,647","$17,443,529"
11/12/2004,Bridget Jones: The Edge Of Reason,"$50,000,000","$40,203,020","$263,894,551"
11/12/2004,Veer-Zaara,"$7,000,000","$2,938,532","$7,017,859"
11/12/2004,After the Sunset,"$57,000,000","$28,328,132","$38,329,114"
11/12/2004,Finding Neverland,"$25,000,000","$51,676,606","$115,036,108"
11/12/1999,Dogma,"$10,000,000","$30,651,422","$43,948,865"
11/12/1999,Felicia's Journey,"$15,000,000","$824,295","$1,970,268"
11/12/1999,The Messenger: The Story of Joan of Arc,"$50,000,000","$14,271,297","$14,271,297"
11/12/1999,Anywhere But Here,"$23,000,000","$18,653,615","$18,653,615"
11/12/1993,The Piano,"$7,000,000","$40,157,856","$40,168,957"
11/11/2016,USS Indianapolis: Men of Courage,"$40,000,000",$0,"$1,663,785"
11/11/2016,Shut In,"$10,000,000","$6,900,335","$11,360,665"
11/11/2016,Almost Christmas,"$17,000,000","$42,065,185","$42,493,506"
11/11/2016,Billy Lynnâs Long Halftime Walk,"$40,000,000","$1,738,477","$30,230,402"
11/11/2016,Arrival,"$47,000,000","$100,546,139","$203,127,894"
11/11/2015,10 Days in a Madhouse,"$12,000,000","$14,616","$14,616"
11/11/2014,Once Upon a Time in Queens,"$1,500,000",$0,$0
11/11/2011,Immortals,"$75,000,000","$83,504,017","$211,562,435"
11/11/2011,Jack and Jill,"$79,000,000","$74,158,157","$150,519,217"
11/11/2011,Melancholia,"$9,400,000","$3,030,848","$21,817,298"
11/11/2005,Zathura,"$65,000,000","$28,045,540","$58,545,540"
11/11/2005,Pride & Prejudice,"$28,000,000","$38,372,662","$126,549,607"
11/11/2005,Derailed,"$22,000,000","$36,020,063","$57,520,063"
11/11/1994,Interview with the Vampire: The Vampire Chronicles,"$50,000,000","$105,264,608","$223,564,608"
11/11/1994,The Santa Clause,"$22,000,000","$144,833,357","$189,800,000"
11/11/1992,Aladdin,"$28,000,000","$217,350,219","$504,050,219"
11/11/1947,Gentleman's Agreement,"$2,000,000","$7,800,000","$7,800,000"
11/10/2017,Murder on the Orient Express,"$55,000,000","$102,826,543","$345,922,730"
11/10/2017,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$160,191,915"
11/10/2017,Daddyâs Home 2,"$70,000,000","$104,029,443","$175,807,183"
11/10/2015,The Little Ponderosa Zoo,"$500,000",$0,$0
11/10/2015,The Night Visitor,"$100,000",$0,$0
11/10/2015,Perfect Cowboy,"$200,000",$0,$0
11/10/2010,Morning Glory,"$40,000,000","$31,011,732","$59,795,070"
11/10/2009,Ink,"$250,000",$0,$0
11/10/2006,Stranger Than Fiction,"$30,000,000","$40,435,190","$53,572,822"
11/10/2006,Harsh Times,"$2,000,000","$3,337,931","$6,225,304"
11/10/2006,A Good Year,"$35,000,000","$7,459,300","$42,064,105"
11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,"$16,800,000","$223,202","$2,281,089"
11/10/2006,Come Early Morning,"$6,000,000","$119,452","$119,452"
11/10/2006,Copying Beethoven,"$11,000,000","$355,968","$6,586,324"
11/10/2004,The Polar Express,"$170,000,000","$187,224,605","$311,365,187"
11/10/2000,You Can Count on Me,"$1,200,000","$9,180,275","$10,827,356"
11/10/2000,Red Planet,"$80,000,000","$17,480,890","$33,463,969"
11/10/2000,Little Nicky,"$80,000,000","$39,442,871","$58,270,391"
11/10/2000,Men of Honor,"$32,000,000","$48,814,909","$82,339,483"
11/10/1999,Light It Up,"$13,000,000","$5,871,603","$5,871,603"
11/10/1999,Pokemon: The First Movie,"$30,000,000","$85,744,662","$163,644,662"
11/10/1995,Ace Ventura: When Nature Calls,"$30,000,000","$108,360,063","$212,400,000"
11/10/1982,Creepshow,"$8,000,000","$20,036,244","$20,036,244"
11/09/2018,Dr. Seussâ The Grinch,"$75,000,000","$270,620,950","$511,002,426"
11/09/2018,The Girl in the Spiderâs Web,"$43,000,000","$14,828,555","$34,983,342"
11/09/2012,Replicas,"$4,000,000",$0,$0
11/09/2012,Dangerous Liaisons,"$24,200,000","$17,000","$10,447,579"
11/09/2012,Lincoln,"$65,000,000","$182,207,973","$273,346,281"
11/09/2012,Nothing But a Man,"$300,000","$17,241","$17,241"
11/09/2011,J. Edgar,"$35,000,000","$37,306,030","$84,606,030"
11/09/2007,Lions for Lambs,"$35,000,000","$14,998,070","$63,211,088"
11/09/2007,No Country for Old Men,"$25,000,000","$74,273,505","$164,035,753"
11/09/2007,Holly,"$3,000,000","$163,069","$163,069"
11/09/2005,Get Rich or Die Tryin',"$40,000,000","$30,981,850","$46,666,955"
11/09/2001,Keeping it Real: The Adventures of Greg Walloch,"$100,000","$1,358","$1,358"
11/09/2001,Heist,"$35,000,000","$23,483,357","$28,906,817"
11/09/2001,Shallow Hal,"$40,000,000","$70,836,296","$70,836,296"
11/09/1990,Child's Play 2,"$13,000,000","$26,904,572","$34,166,572"
11/09/1990,Dances with Wolves,"$19,000,000","$184,208,842","$424,200,000"
11/09/1988,Child's Play,"$9,000,000","$33,244,684","$44,196,684"
11/09/1984,A Nightmare on Elm Street,"$1,800,000","$25,504,513","$25,504,513"
11/09/1972,1776,"$4,000,000",$0,$0
11/08/2019,Midway,"$59,500,000",$0,$0
11/08/2019,Arctic Dogs,"$50,000,000",$0,$0
11/08/2013,Thor: The Dark World,"$150,000,000","$206,362,140","$644,602,516"
11/08/2013,The Book Thief,"$19,000,000","$21,488,481","$76,086,711"
11/08/2012,Skyfall,"$200,000,000","$304,360,277","$1,110,526,981"
11/08/2002,8 Mile,"$41,000,000","$116,724,075","$245,768,384"
11/08/2002,Far From Heaven,"$13,500,000","$15,901,849","$29,027,914"
11/08/1996,Ransom,"$70,000,000","$136,492,681","$308,700,000"
11/08/1989,Henry V,"$9,000,000","$10,161,099","$10,176,701"
11/08/1962,Mutiny on The Bounty,"$19,000,000","$13,680,000","$13,680,000"
11/07/2014,Fugly,"$4,500,000",$0,$0
11/07/2014,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828"
11/07/2014,The Theory of Everything,"$15,000,000","$35,893,537","$123,327,692"
11/07/2014,Elsa & Fred,"$10,000,000","$67,657","$197,901"
11/07/2009,Nanjing! Nanjing!,"$12,000,000","$122,558","$20,122,558"
11/07/2008,Role Models,"$28,000,000","$67,300,955","$94,500,826"
11/07/2008,The Boy in the Striped Pyjamas,"$12,500,000","$9,046,156","$44,083,403"
11/07/2008,Repo! The Genetic Opera,"$8,500,000","$140,244","$198,883"
11/07/2008,Soul Men,"$40,000,000","$12,082,391","$12,345,883"
11/07/2008,Madagascar: Escape 2 Africa,"$150,000,000","$180,174,880","$599,680,774"
11/07/2003,Love Actually,"$45,000,000","$59,472,278","$248,505,300"
11/07/2003,Elf,"$32,000,000","$173,840,591","$220,678,483"
11/07/1997,Starship Troopers,"$100,000,000","$54,768,952","$121,100,000"
11/07/1997,Mad City,"$50,000,000","$10,561,038","$10,561,038"
11/07/1997,Eve's Bayou,"$5,000,000","$14,843,425","$14,843,425"
11/07/1979,The Rose,"$8,500,000","$29,200,000","$29,200,000"
11/07/1963,It's a Mad Mad Mad Mad World,"$9,400,000","$46,300,000","$60,000,000"
11/06/2015,Spotlight,"$20,000,000","$45,055,776","$92,088,460"
11/06/2015,Spectre,"$300,000,000","$200,074,175","$879,620,923"
11/06/2015,The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
11/06/2009,The Men Who Stare at Goats,"$24,000,000","$32,428,195","$67,348,218"
11/06/2009,The Fourth Kind,"$10,000,000","$26,218,170","$49,486,874"
11/06/2009,Disneyâs A Christmas Carol,"$190,000,000","$137,855,863","$315,709,697"
11/06/2009,Precious (Based on the Novel Push by Sapphire),"$10,000,000","$47,566,524","$68,722,848"
11/06/2009,The Box,"$25,000,000","$15,051,977","$34,356,760"
11/06/2002,Femme Fatale,"$35,000,000","$6,630,252","$16,830,252"
11/06/1998,The Siege,"$70,000,000","$40,934,175","$116,625,798"
11/06/1998,The Waterboy,"$23,000,000","$161,491,646","$190,191,646"
11/06/1998,Gods and Monsters,"$3,500,000","$6,451,628","$6,451,628"
11/06/1998,Elizabeth,"$25,000,000","$30,082,699","$82,150,642"
11/06/1998,Velvet Goldmine,"$9,000,000","$1,053,788","$4,313,644"
11/06/1996,Set It Off,"$9,000,000","$36,049,108","$36,049,108"
11/06/1987,Cry Freedom,"$29,000,000","$5,899,797","$25,899,797"
11/06/1985,Subway,"$2,000,000","$390,659","$1,663,296"
11/06/1981,Time Bandits,"$12,000,000","$37,400,000","$37,400,000"
11/05/2014,Interstellar,"$165,000,000","$188,017,894","$666,379,375"
11/05/2010,Four Lions,"$3,750,000","$310,007","$2,436,111"
11/05/2010,Due Date,"$65,000,000","$100,539,043","$211,739,043"
11/05/2010,127 Hours,"$18,000,000","$18,335,230","$60,217,171"
11/05/2010,Megamind,"$130,000,000","$148,415,853","$321,887,208"
11/05/2010,For Colored Girls,"$21,000,000","$37,729,698","$38,017,873"
11/05/2004,Alfie,"$40,000,000","$13,395,939","$35,195,939"
11/05/2004,The Incredibles,"$92,000,000","$261,441,092","$614,726,752"
11/05/2003,The Matrix Revolutions,"$150,000,000","$139,270,910","$427,300,260"
11/05/1999,The Bone Collector,"$48,000,000","$66,488,090","$151,463,090"
11/05/1999,The Bachelor,"$21,000,000","$21,731,001","$36,882,378"
11/05/1999,The Insider,"$68,000,000","$28,965,197","$60,265,197"
11/05/1993,The Remains of the Day,"$15,000,000","$22,954,968","$63,954,968"
11/05/1993,RoboCop 3,"$22,000,000","$10,696,210","$10,696,210"
11/04/2016,Doctor Strange,"$165,000,000","$232,641,920","$676,404,566"
11/04/2016,Hacksaw Ridge,"$40,000,000","$67,209,615","$168,904,682"
11/04/2016,Trolls,"$125,000,000","$153,707,064","$344,150,134"
11/04/2016,Loving,"$9,000,000","$7,710,234","$12,898,064"
11/04/2015,Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
11/04/2011,The Son of No One,"$15,000,000","$30,680","$1,148,578"
11/04/2011,A Very Harold & Kumar 3D Christmas,"$20,000,000","$35,061,031","$36,265,745"
11/04/2011,Tower Heist,"$85,000,000","$78,046,570","$150,422,946"
11/04/2005,Wal-Mart: The High Cost of Low Price,"$1,500,000",$0,"$58,692"
11/04/2005,I Love Your Work,"$1,600,000","$3,264","$3,264"
11/04/2005,Chicken Little,"$150,000,000","$135,386,665","$310,043,823"
11/04/2005,Jarhead,"$72,000,000","$62,647,540","$96,947,540"
11/04/2005,Show Me,"$400,000",$0,$0
11/04/1998,Belly,"$3,000,000","$9,639,390","$9,639,390"
11/04/1994,Frankenstein,"$45,000,000","$22,006,296","$112,006,296"
11/04/1988,They Live,"$4,000,000","$13,000,000","$13,000,774"
11/03/2017,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024"
11/03/2017,LBJ,"$20,000,000","$2,468,683","$2,507,181"
11/03/2017,Lady Bird,"$10,000,000","$48,958,273","$78,610,769"
11/03/2015,The Final Girls,"$4,500,000",$0,$0
11/03/2006,Flushed Away,"$149,000,000","$64,665,672","$179,357,126"
11/03/2006,Volver,"$9,400,000","$12,899,867","$87,226,613"
11/03/2006,Unknown,"$3,700,000","$26,403","$3,355,048"
11/03/2006,Borat,"$18,000,000","$128,505,958","$261,443,242"
11/03/2000,Charlie's Angels,"$90,000,000","$125,305,545","$259,736,090"
11/03/2000,The Legend of Bagger Vance,"$60,000,000","$30,695,227","$39,235,486"
11/03/1995,Fair Game,"$50,000,000","$11,497,497","$26,097,497"
11/03/1995,Home for the Holidays,"$20,000,000","$17,468,887","$22,119,269"
11/03/1982,The Man From Snowy River,"$5,000,000","$20,659,423","$20,659,423"
11/03/1977,Peteâs Dragon,"$10,000,000","$36,000,000","$36,000,000"
11/02/2018,The Nutcracker and the Four Realms,"$132,900,000","$54,858,851","$170,293,899"
11/02/2018,Nobodyâs Fool,"$19,000,000","$31,713,110","$32,589,493"
11/02/2018,Bohemian Rhapsody,"$55,000,000","$216,303,339","$894,985,342"
11/02/2012,Flight,"$31,000,000","$93,772,375","$160,558,438"
11/02/2012,Vamps,"$16,000,000","$3,361","$94,812"
11/02/2012,Wreck-It Ralph,"$165,000,000","$189,412,677","$496,511,521"
11/02/2012,The Man with the Iron Fists,"$15,000,000","$15,634,090","$22,018,988"
11/02/2007,American Gangster,"$100,000,000","$130,164,645","$267,985,456"
11/02/2007,Bee Movie,"$150,000,000","$126,631,277","$287,594,577"
11/02/2007,Martian Child,"$27,000,000","$7,500,310","$9,352,089"
11/02/2001,Domestic Disturbance,"$53,000,000","$45,207,112","$54,207,112"
11/02/2001,"Monsters, Inc.","$115,000,000","$289,423,425","$559,757,719"
11/02/2001,Everything Put Together,"$500,000",$0,"$7,890"
11/02/2001,Le Fabuleux destin d'AmÃ©lie Poulain,"$10,350,000","$33,201,661","$174,201,661"
11/02/2001,The One,"$49,000,000","$43,905,746","$72,689,126"
11/01/2017,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550"
11/01/2016,Reign of Assassins,"$14,000,000",$0,"$11,354,230"
11/01/2016,A.C.O.R.N.S.: Operation Crackdown,"$8,500,000",$0,"$1,353,287"
11/01/2013,About Time,"$12,000,000","$15,323,921","$89,309,178"
11/01/2013,Ender's Game,"$110,000,000","$61,737,191","$127,983,283"
11/01/2013,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845"
11/01/2013,Free Birds,"$55,000,000","$55,750,480","$110,387,072"
11/01/2013,Mr. Nobody,"$46,500,000","$3,622","$22,254"
11/01/2002,I Spy,"$70,000,000","$33,561,137","$60,279,822"
11/01/2002,The Santa Clause 2,"$65,000,000","$139,225,854","$172,825,854"
11/01/1996,Romeo+Juliet,"$14,500,000","$46,338,728","$147,542,381"
11/01/1996,The Funeral,"$12,500,000","$1,212,799","$1,412,799"
11/01/1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,"$3,000,000","$21,163,999","$21,163,999"
10/31/2014,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418"
10/31/2014,All You Need Is Love,"$300,000",$0,"$3,565,259"
10/31/2014,Before I Go to Sleep,"$22,000,000","$3,242,457","$19,563,579"
10/31/2008,Little Big Top,"$240,000","$7,484","$7,484"
10/31/2008,My Name is Bruce,"$1,500,000","$173,066","$173,066"
10/31/2008,Zack and Miri Make a Porno,"$24,000,000","$31,457,946","$36,856,306"
10/31/2008,The Haunting of Molly Hartley,"$5,000,000","$13,442,412","$15,318,257"
10/31/2008,The Other End of the Line,"$2,500,000","$115,504","$507,446"
10/31/2008,Eden Lake,"$2,000,000","$7,321","$4,294,373"
10/31/2003,Shattered Glass,"$6,000,000","$2,207,975","$3,456,602"
10/31/2000,Mercy Streets,"$600,000","$173,599","$173,599"
10/31/1997,Critical Care,"$12,000,000","$220,175","$220,175"
10/31/1997,Switchback,"$38,000,000","$6,504,442","$6,504,442"
10/31/1945,Spellbound,"$1,500,000","$7,000,000","$7,000,000"
10/30/2015,Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855"
10/30/2015,Freaks of Nature,"$33,000,000","$70,958","$70,958"
